node_id,current_load,priority_tier,source_type,status,lat,lng,timestamp
factory_001,344.0,2,Solar,active,19.0896,72.8656,1773316706.4007745
factory_002,990.7853414388389,2,Solar,active,13.0358,80.2297,1773316706.4007745
factory_003,337.506453813987,2,Grid,active,13.0358,80.2297,1773316706.4007745
residential_001,93.96,3,Grid,active,12.9698,77.75,1773316706.4007745
residential_002,76.45,3,Solar,degraded,22.5448,88.3426,1773316706.4007745
residential_003,49.46,3,Grid,degraded,13.0475,80.2209,1773316706.4007745
hospital_001,185.43431233765548,1,Grid,active,19.076,72.8777,1773316736.4007745
hospital_002,256.16,1,Grid,active,13.0827,80.2707,1773316736.4007745
hospital_003,185.27,1,Grid,active,22.5726,88.3639,1773316736.4007745
factory_001,649.1,2,Solar,active,19.0896,72.8656,1773316736.4007745
factory_002,468.12,2,Solar,active,13.0358,80.2297,1773316736.4007745
factory_003,497.42359201643575,2,Solar,active,13.0358,80.2297,1773316736.4007745
residential_001,81.12,3,Solar,active,12.9698,77.75,1773316736.4007745
residential_002,79.56,3,Grid,active,22.5448,88.3426,1773316736.4007745
residential_003,50.7,3,Grid,degraded,13.0475,80.2209,1773316736.4007745
hospital_001,108.77,1,Grid,active,19.076,72.8777,1773316766.4007745
hospital_002,143.71,1,Grid,active,13.0827,80.2707,1773316766.4007745
hospital_003,198.27,1,Grid,active,22.5726,88.3639,1773316766.4007745
factory_001,618.35,2,Solar,active,19.0896,72.8656,1773316766.4007745
factory_002,724.02,2,Solar,active,13.0358,80.2297,1773316766.4007745
factory_003,365.42,2,Solar,active,13.0358,80.2297,1773316766.4007745
residential_001,94.39,3,Grid,active,12.9698,77.75,1773316766.4007745
residential_002,132.59,3,Grid,active,22.5448,88.3426,1773316766.4007745
residential_003,109.3,3,Solar,active,13.0475,80.2209,1773316766.4007745
hospital_001,217.26,1,Grid,active,19.076,72.8777,1773316796.4007745
hospital_002,170.53,1,Grid,active,13.0827,80.2707,1773316796.4007745
hospital_003,159.39535582096062,1,Grid,active,22.5726,88.3639,1773316796.4007745
factory_001,440.47,2,Solar,active,19.0896,72.8656,1773316796.4007745
factory_002,798.5,2,Solar,active,13.0358,80.2297,1773316796.4007745
factory_003,456.61,2,Solar,active,13.0358,80.2297,1773316796.4007745
residential_001,126.93,3,Solar,active,12.9698,77.75,1773316796.4007745
residential_002,80.89299852107955,3,Solar,degraded,22.5448,88.3426,1773316796.4007745
residential_003,109.15,3,Solar,degraded,13.0475,80.2209,1773316796.4007745
hospital_001,110.13,1,Grid,active,19.076,72.8777,1773316826.4007745
hospital_002,208.1545359918136,1,Grid,active,13.0827,80.2707,1773316826.4007745
hospital_003,139.48039198581614,1,Grid,active,22.5726,88.3639,1773316826.4007745
factory_001,505.84851932093153,2,Grid,active,19.0896,72.8656,1773316826.4007745
factory_002,650.17,2,Grid,active,13.0358,80.2297,1773316826.4007745
factory_003,454.16,2,Solar,active,13.0358,80.2297,1773316826.4007745
residential_001,45.84,3,Solar,degraded,12.9698,77.75,1773316826.4007745
residential_002,80.0,3,Grid,active,22.5448,88.3426,1773316826.4007745
residential_003,82.08466513232587,3,Solar,active,13.0475,80.2209,1773316826.4007745
hospital_001,150.68,1,Grid,active,19.076,72.8777,1773316856.4007745
hospital_002,157.27,1,Grid,active,13.0827,80.2707,1773316856.4007745
hospital_003,210.46,1,Grid,active,22.5726,88.3639,1773316856.4007745
factory_001,412.91,2,Solar,active,19.0896,72.8656,1773316856.4007745
factory_002,746.613298108822,2,Grid,active,13.0358,80.2297,1773316856.4007745
factory_003,383.63,2,Grid,active,13.0358,80.2297,1773316856.4007745
residential_001,68.22,3,Grid,active,12.9698,77.75,1773316856.4007745
residential_002,90.03,3,Solar,active,22.5448,88.3426,1773316856.4007745
residential_003,65.22,3,Grid,active,13.0475,80.2209,1773316856.4007745
hospital_001,160.08,1,Grid,active,19.076,72.8777,1773316886.4007745
hospital_002,158.2,1,Grid,active,13.0827,80.2707,1773316886.4007745
hospital_003,132.7,1,Grid,active,22.5726,88.3639,1773316886.4007745
factory_001,416.64383658698637,2,Solar,active,19.0896,72.8656,1773316886.4007745
factory_002,486.54089493287574,2,Solar,active,13.0358,80.2297,1773316886.4007745
factory_003,556.1165888821199,2,Solar,active,13.0358,80.2297,1773316886.4007745
residential_001,59.12,3,Grid,active,12.9698,77.75,1773316886.4007745
residential_002,153.6433806990095,3,Solar,active,22.5448,88.3426,1773316886.4007745
residential_003,145.00605089280006,3,Solar,active,13.0475,80.2209,1773316886.4007745
hospital_001,146.07442899726368,1,Grid,active,19.076,72.8777,1773316916.4007745
hospital_002,147.95596029950337,1,Grid,active,13.0827,80.2707,1773316916.4007745
hospital_003,161.93,1,Grid,active,22.5726,88.3639,1773316916.4007745
factory_001,603.8088763478524,2,Grid,active,19.0896,72.8656,1773316916.4007745
factory_002,860.65,2,Grid,active,13.0358,80.2297,1773316916.4007745
factory_003,310.59,2,Grid,active,13.0358,80.2297,1773316916.4007745
residential_001,119.72,3,Grid,active,12.9698,77.75,1773316916.4007745
residential_002,66.38733181269515,3,Solar,active,22.5448,88.3426,1773316916.4007745
residential_003,58.25,3,Solar,active,13.0475,80.2209,1773316916.4007745
