node_id,current_load,priority_tier,source_type,status,lat,lng,timestamp
residential_002,94.72244096534897,3,Solar,active,12.9698,77.75,1773306466.1536756
residential_003,42.55444919283834,3,Solar,active,12.9698,77.75,1773306466.1536756
hospital_001,208.23567645407286,1,Grid,active,19.076,72.8777,1773306496.1536756
hospital_002,178.29312665722307,1,Grid,degraded,28.6139,77.209,1773306496.1536756
hospital_003,182.13,1,Grid,active,28.6139,77.209,1773306496.1536756
factory_001,780.99,2,Solar,active,28.4595,77.0266,1773306496.1536756
factory_002,477.8003134832745,2,Solar,active,13.0358,80.2297,1773306496.1536756
factory_003,562.9212271094374,2,Grid,active,28.4595,77.0266,1773306496.1536756
residential_001,86.2,3,Grid,active,28.5355,77.391,1773306496.1536756
residential_002,156.4,3,Solar,active,12.9698,77.75,1773306496.1536756
residential_003,79.06767136403529,3,Solar,degraded,12.9698,77.75,1773306496.1536756
hospital_001,140.86,1,Grid,active,19.076,72.8777,1773306526.1536756
hospital_002,196.68,1,Grid,active,28.6139,77.209,1773306526.1536756
hospital_003,263.35,1,Grid,active,28.6139,77.209,1773306526.1536756
factory_001,380.46,2,Solar,active,28.4595,77.0266,1773306526.1536756
factory_002,638.6253264482873,2,Solar,degraded,13.0358,80.2297,1773306526.1536756
factory_003,471.55,2,Solar,active,28.4595,77.0266,1773306526.1536756
residential_001,88.9,3,Solar,active,28.5355,77.391,1773306526.1536756
residential_002,143.8,3,Solar,active,12.9698,77.75,1773306526.1536756
residential_003,97.82640489605127,3,Grid,active,12.9698,77.75,1773306526.1536756
hospital_001,224.5338072623647,1,Grid,active,19.076,72.8777,1773306556.1536756
hospital_002,218.67,1,Grid,active,28.6139,77.209,1773306556.1536756
hospital_003,202.39,1,Grid,degraded,28.6139,77.209,1773306556.1536756
factory_001,469.4773209915013,2,Solar,active,28.4595,77.0266,1773306556.1536756
factory_002,276.68,2,Grid,active,13.0358,80.2297,1773306556.1536756
factory_003,920.6694018379776,2,Solar,active,28.4595,77.0266,1773306556.1536756
residential_001,64.43,3,Grid,active,28.5355,77.391,1773306556.1536756
residential_002,119.43057575697722,3,Solar,degraded,12.9698,77.75,1773306556.1536756
residential_003,65.37,3,Solar,active,12.9698,77.75,1773306556.1536756
hospital_001,214.48,1,Grid,active,19.076,72.8777,1773306586.1536756
hospital_002,190.04,1,Grid,active,28.6139,77.209,1773306586.1536756
hospital_003,221.5,1,Grid,active,28.6139,77.209,1773306586.1536756
factory_001,731.2100850197664,2,Grid,active,28.4595,77.0266,1773306586.1536756
factory_002,389.62,2,Solar,active,13.0358,80.2297,1773306586.1536756
factory_003,662.54,2,Grid,active,28.4595,77.0266,1773306586.1536756
residential_001,83.47,3,Grid,active,28.5355,77.391,1773306586.1536756
residential_002,146.99,3,Solar,active,12.9698,77.75,1773306586.1536756
residential_003,95.95,3,Grid,active,12.9698,77.75,1773306586.1536756
hospital_001,212.87862421061303,1,Grid,active,19.076,72.8777,1773306616.1536756
hospital_002,193.62,1,Grid,active,28.6139,77.209,1773306616.1536756
hospital_003,267.0623498782747,1,Grid,active,28.6139,77.209,1773306616.1536756
factory_001,447.5,2,Grid,active,28.4595,77.0266,1773306616.1536756
factory_002,429.68270797748636,2,Grid,degraded,13.0358,80.2297,1773306616.1536756
factory_003,526.22,2,Grid,active,28.4595,77.0266,1773306616.1536756
residential_001,34.65,3,Grid,degraded,28.5355,77.391,1773306616.1536756
residential_002,91.85,3,Grid,active,12.9698,77.75,1773306616.1536756
residential_003,88.84,3,Grid,active,12.9698,77.75,1773306616.1536756
hospital_001,241.68,1,Grid,active,19.076,72.8777,1773306646.1536756
hospital_002,213.83,1,Grid,active,28.6139,77.209,1773306646.1536756
hospital_003,196.52518477390083,1,Grid,active,28.6139,77.209,1773306646.1536756
factory_001,582.74,2,Solar,active,28.4595,77.0266,1773306646.1536756
factory_002,481.89,2,Grid,active,13.0358,80.2297,1773306646.1536756
factory_003,554.5849763857334,2,Grid,active,28.4595,77.0266,1773306646.1536756
residential_001,98.27,3,Grid,degraded,28.5355,77.391,1773306646.1536756
residential_002,70.95924884193177,3,Solar,active,12.9698,77.75,1773306646.1536756
residential_003,88.73,3,Solar,active,12.9698,77.75,1773306646.1536756
hospital_001,206.94,1,Grid,active,19.076,72.8777,1773306676.1536756
hospital_002,133.94997404512253,1,Grid,active,28.6139,77.209,1773306676.1536756
hospital_003,222.18,1,Grid,active,28.6139,77.209,1773306676.1536756
factory_001,548.31201476976,2,Grid,active,28.4595,77.0266,1773306676.1536756
factory_002,448.23,2,Solar,active,13.0358,80.2297,1773306676.1536756
factory_003,487.18,2,Solar,active,28.4595,77.0266,1773306676.1536756
residential_001,49.54,3,Solar,active,28.5355,77.391,1773306676.1536756
residential_002,124.58,3,Solar,active,12.9698,77.75,1773306676.1536756
residential_003,57.14549785982068,3,Solar,active,12.9698,77.75,1773306676.1536756
hospital_001,147.36,1,Grid,active,19.076,72.8777,1773306706.1536756
hospital_002,206.65,1,Grid,active,28.6139,77.209,1773306706.1536756
hospital_003,253.23,1,Grid,active,28.6139,77.209,1773306706.1536756
factory_001,546.0261759497771,2,Solar,active,28.4595,77.0266,1773306706.1536756
factory_002,461.9163157826821,2,Grid,active,13.0358,80.2297,1773306706.1536756
factory_003,842.95,2,Grid,degraded,28.4595,77.0266,1773306706.1536756
residential_001,67.21,3,Grid,active,28.5355,77.391,1773306706.1536756
residential_002,115.91431127194379,3,Grid,active,12.9698,77.75,1773306706.1536756
residential_003,61.26,3,Solar,active,12.9698,77.75,1773306706.1536756
