node_id,current_load,priority_tier,source_type,status,lat,lng,timestamp
factory_002,170.35,2,Grid,active,22.6708,88.0977,1773247269.497265
factory_003,221.0,2,Grid,active,28.4595,77.0266,1773247269.497265
residential_001,137.33,3,Grid,active,12.9698,77.75,1773247269.497265
residential_002,119.53,3,Grid,active,12.9698,77.75,1773247269.497265
residential_003,105.4,3,Grid,active,12.9698,77.75,1773247269.497265
hospital_001,150.91,1,Grid,active,28.6139,77.209,1773247329.497265
hospital_002,235.29,1,Grid,active,13.0827,80.2707,1773247329.497265
hospital_003,275.1,1,Grid,active,19.076,72.8777,1773247329.497265
factory_001,332.29,2,Grid,active,12.8406,77.6602,1773247329.497265
factory_002,337.35,2,Grid,active,22.6708,88.0977,1773247329.497265
factory_003,385.35,2,Grid,active,28.4595,77.0266,1773247329.497265
residential_001,196.89,3,Grid,active,12.9698,77.75,1773247329.497265
residential_002,166.99,3,Grid,active,12.9698,77.75,1773247329.497265
residential_003,151.81,3,Grid,active,12.9698,77.75,1773247329.497265
hospital_001,187.0,1,Grid,active,28.6139,77.209,1773247389.497265
hospital_002,262.96,1,Battery,active,13.0827,80.2707,1773247389.497265
hospital_003,359.32,1,Grid,active,19.076,72.8777,1773247389.497265
factory_001,326.07,2,Grid,active,12.8406,77.6602,1773247389.497265
factory_002,316.29,2,Grid,active,22.6708,88.0977,1773247389.497265
factory_003,323.83,2,Grid,active,28.4595,77.0266,1773247389.497265
residential_001,155.75,3,Grid,active,12.9698,77.75,1773247389.497265
residential_002,112.81,3,Grid,active,12.9698,77.75,1773247389.497265
residential_003,100.13,3,Grid,active,12.9698,77.75,1773247389.497265
hospital_001,184.33,1,Grid,active,28.6139,77.209,1773247449.497265
hospital_002,189.63,1,Battery,active,13.0827,80.2707,1773247449.497265
hospital_003,330.83,1,Grid,active,19.076,72.8777,1773247449.497265
factory_001,231.93,2,Grid,active,12.8406,77.6602,1773247449.497265
factory_002,275.37,2,Grid,active,22.6708,88.0977,1773247449.497265
factory_003,366.84,2,Grid,active,28.4595,77.0266,1773247449.497265
residential_001,204.15,3,Grid,active,12.9698,77.75,1773247449.497265
residential_002,109.17,3,Grid,active,12.9698,77.75,1773247449.497265
residential_003,90.61,3,Grid,degraded,12.9698,77.75,1773247449.497265
hospital_001,238.96,1,Grid,active,28.6139,77.209,1773247509.497265
hospital_002,174.93,1,Grid,active,13.0827,80.2707,1773247509.497265
hospital_003,399.6,1,Battery,active,19.076,72.8777,1773247509.497265
factory_001,276.09,2,Battery,active,12.8406,77.6602,1773247509.497265
factory_002,357.04,2,Battery,active,22.6708,88.0977,1773247509.497265
factory_003,275.64,2,Grid,active,28.4595,77.0266,1773247509.497265
residential_001,238.29,3,Grid,active,12.9698,77.75,1773247509.497265
residential_002,122.58,3,Grid,active,12.9698,77.75,1773247509.497265
residential_003,175.69,3,Grid,active,12.9698,77.75,1773247509.497265
hospital_001,156.66,1,Battery,active,28.6139,77.209,1773247569.497265
hospital_002,254.09,1,Battery,degraded,13.0827,80.2707,1773247569.497265
hospital_003,250.38,1,Battery,active,19.076,72.8777,1773247569.497265
factory_001,295.47,2,Battery,active,12.8406,77.6602,1773247569.497265
factory_002,177.98,2,Battery,active,22.6708,88.0977,1773247569.497265
factory_003,175.64,2,Grid,active,28.4595,77.0266,1773247569.497265
residential_001,184.23,3,Grid,active,12.9698,77.75,1773247569.497265
residential_002,83.03,3,Grid,active,12.9698,77.75,1773247569.497265
residential_003,200.86,3,Grid,active,12.9698,77.75,1773247569.497265
hospital_001,163.74,1,Grid,active,28.6139,77.209,1773247629.497265
hospital_002,258.03,1,Grid,active,13.0827,80.2707,1773247629.497265
hospital_003,312.72,1,Battery,active,19.076,72.8777,1773247629.497265
factory_001,271.7,2,Grid,active,12.8406,77.6602,1773247629.497265
factory_002,227.77,2,Battery,active,22.6708,88.0977,1773247629.497265
factory_003,253.01,2,Grid,active,28.4595,77.0266,1773247629.497265
residential_001,93.17,3,Grid,active,12.9698,77.75,1773247629.497265
residential_002,124.73,3,Grid,active,12.9698,77.75,1773247629.497265
residential_003,180.37,3,Grid,active,12.9698,77.75,1773247629.497265
hospital_001,215.49,1,Grid,active,28.6139,77.209,1773247689.497265
hospital_002,166.79,1,Grid,active,13.0827,80.2707,1773247689.497265
hospital_003,302.21,1,Grid,active,19.076,72.8777,1773247689.497265
factory_001,153.13,2,Battery,active,12.8406,77.6602,1773247689.497265
factory_002,182.48,2,Grid,active,22.6708,88.0977,1773247689.497265
factory_003,365.94,2,Grid,active,28.4595,77.0266,1773247689.497265
residential_001,157.56,3,Grid,active,12.9698,77.75,1773247689.497265
residential_002,107.65,3,Grid,active,12.9698,77.75,1773247689.497265
residential_003,149.05,3,Grid,active,12.9698,77.75,1773247689.497265
hospital_001,196.63,1,Grid,degraded,28.6139,77.209,1773247749.497265
hospital_002,299.81,1,Grid,active,13.0827,80.2707,1773247749.497265
hospital_003,354.57,1,Grid,active,19.076,72.8777,1773247749.497265
factory_001,387.35,2,Grid,active,12.8406,77.6602,1773247749.497265
factory_002,245.98,2,Grid,active,22.6708,88.0977,1773247749.497265
factory_003,286.17,2,Grid,active,28.4595,77.0266,1773247749.497265
residential_001,226.79,3,Grid,active,12.9698,77.75,1773247749.497265
residential_002,72.02,3,Grid,active,12.9698,77.75,1773247749.497265
residential_003,75.04,3,Grid,active,12.9698,77.75,1773247749.497265
hospital_001,197.46,1,Battery,active,28.6139,77.209,1773247809.497265
hospital_002,187.1,1,Grid,active,13.0827,80.2707,1773247809.497265
hospital_003,390.59,1,Grid,active,19.076,72.8777,1773247809.497265
factory_001,287.31,2,Grid,active,12.8406,77.6602,1773247809.497265
factory_002,185.15,2,Grid,active,22.6708,88.0977,1773247809.497265
factory_003,357.39,2,Battery,active,28.4595,77.0266,1773247809.497265
residential_001,114.6,3,Grid,active,12.9698,77.75,1773247809.497265
residential_002,81.55,3,Grid,active,12.9698,77.75,1773247809.497265
residential_003,91.29,3,Grid,active,12.9698,77.75,1773247809.497265
hospital_001,224.29,1,Battery,active,28.6139,77.209,1773247869.497265
hospital_002,280.58,1,Grid,active,13.0827,80.2707,1773247869.497265
hospital_003,232.05,1,Grid,active,19.076,72.8777,1773247869.497265
factory_001,342.45,2,Grid,active,12.8406,77.6602,1773247869.497265
factory_002,332.37,2,Battery,active,22.6708,88.0977,1773247869.497265
factory_003,252.96,2,Grid,active,28.4595,77.0266,1773247869.497265
residential_001,145.99,3,Grid,degraded,12.9698,77.75,1773247869.497265
residential_002,195.15,3,Grid,active,12.9698,77.75,1773247869.497265
residential_003,228.59,3,Grid,active,12.9698,77.75,1773247869.497265
hospital_001,186.37,1,Battery,active,28.6139,77.209,1773247929.497265
hospital_002,313.21,1,Battery,active,13.0827,80.2707,1773247929.497265
hospital_003,339.39,1,Grid,degraded,19.076,72.8777,1773247929.497265
factory_001,320.37,2,Grid,active,12.8406,77.6602,1773247929.497265
factory_002,285.77,2,Grid,active,22.6708,88.0977,1773247929.497265
factory_003,239.0,2,Grid,active,28.4595,77.0266,1773247929.497265
residential_001,161.26,3,Grid,active,12.9698,77.75,1773247929.497265
residential_002,69.53,3,Grid,active,12.9698,77.75,1773247929.497265
residential_003,165.79,3,Grid,active,12.9698,77.75,1773247929.497265
hospital_001,179.53,1,Battery,active,28.6139,77.209,1773247989.497265
hospital_002,257.34,1,Grid,active,13.0827,80.2707,1773247989.497265
hospital_003,352.67,1,Grid,active,19.076,72.8777,1773247989.497265
factory_001,244.57,2,Grid,active,12.8406,77.6602,1773247989.497265
factory_002,246.72,2,Grid,active,22.6708,88.0977,1773247989.497265
factory_003,171.59,2,Grid,degraded,28.4595,77.0266,1773247989.497265
residential_001,147.43,3,Grid,active,12.9698,77.75,1773247989.497265
residential_002,149.97,3,Grid,active,12.9698,77.75,1773247989.497265
residential_003,213.25,3,Grid,active,12.9698,77.75,1773247989.497265
hospital_001,304.67,1,Grid,active,28.6139,77.209,1773248049.497265
hospital_002,196.3,1,Grid,active,13.0827,80.2707,1773248049.497265
hospital_003,376.72,1,Battery,active,19.076,72.8777,1773248049.497265
factory_001,387.23,2,Battery,active,12.8406,77.6602,1773248049.497265
factory_002,259.05,2,Battery,active,22.6708,88.0977,1773248049.497265
factory_003,392.75,2,Battery,active,28.4595,77.0266,1773248049.497265
residential_001,194.57,3,Grid,active,12.9698,77.75,1773248049.497265
residential_002,150.4,3,Grid,active,12.9698,77.75,1773248049.497265
residential_003,228.93,3,Grid,active,12.9698,77.75,1773248049.497265
hospital_001,253.99,1,Grid,active,28.6139,77.209,1773248109.497265
hospital_002,192.74,1,Battery,active,13.0827,80.2707,1773248109.497265
hospital_003,209.56,1,Grid,active,19.076,72.8777,1773248109.497265
factory_001,255.19,2,Grid,active,12.8406,77.6602,1773248109.497265
factory_002,343.05,2,Grid,active,22.6708,88.0977,1773248109.497265
factory_003,187.75,2,Grid,active,28.4595,77.0266,1773248109.497265
residential_001,177.16,3,Grid,active,12.9698,77.75,1773248109.497265
residential_002,76.62,3,Grid,active,12.9698,77.75,1773248109.497265
residential_003,181.26,3,Grid,active,12.9698,77.75,1773248109.497265
hospital_001,212.04,1,Grid,active,28.6139,77.209,1773248169.497265
hospital_002,295.76,1,Grid,active,13.0827,80.2707,1773248169.497265
hospital_003,331.82,1,Grid,active,19.076,72.8777,1773248169.497265
factory_001,231.6,2,Battery,active,12.8406,77.6602,1773248169.497265
factory_002,310.02,2,Battery,active,22.6708,88.0977,1773248169.497265
factory_003,253.25,2,Grid,active,28.4595,77.0266,1773248169.497265
residential_001,197.19,3,Grid,active,12.9698,77.75,1773248169.497265
residential_002,159.3,3,Grid,active,12.9698,77.75,1773248169.497265
residential_003,86.05,3,Grid,active,12.9698,77.75,1773248169.497265
hospital_001,189.6,1,Grid,active,28.6139,77.209,1773248229.497265
hospital_002,266.31,1,Battery,active,13.0827,80.2707,1773248229.497265
hospital_003,309.15,1,Grid,active,19.076,72.8777,1773248229.497265
factory_001,281.85,2,Grid,active,12.8406,77.6602,1773248229.497265
factory_002,160.06,2,Grid,active,22.6708,88.0977,1773248229.497265
factory_003,278.94,2,Battery,active,28.4595,77.0266,1773248229.497265
residential_001,187.67,3,Grid,active,12.9698,77.75,1773248229.497265
residential_002,93.2,3,Grid,active,12.9698,77.75,1773248229.497265
residential_003,104.04,3,Grid,active,12.9698,77.75,1773248229.497265
hospital_001,195.45,1,Battery,active,28.6139,77.209,1773248289.497265
hospital_002,216.1,1,Grid,active,13.0827,80.2707,1773248289.497265
hospital_003,276.04,1,Grid,active,19.076,72.8777,1773248289.497265
factory_001,271.07,2,Battery,active,12.8406,77.6602,1773248289.497265
factory_002,174.63,2,Grid,active,22.6708,88.0977,1773248289.497265
factory_003,372.7,2,Battery,active,28.4595,77.0266,1773248289.497265
residential_001,102.23,3,Grid,active,12.9698,77.75,1773248289.497265
residential_002,128.94,3,Grid,active,12.9698,77.75,1773248289.497265
residential_003,139.25,3,Grid,active,12.9698,77.75,1773248289.497265
hospital_001,182.68,1,Grid,active,28.6139,77.209,1773248349.497265
hospital_002,299.79,1,Grid,active,13.0827,80.2707,1773248349.497265
hospital_003,307.38,1,Battery,active,19.076,72.8777,1773248349.497265
factory_001,236.67,2,Grid,active,12.8406,77.6602,1773248349.497265
factory_002,201.65,2,Battery,active,22.6708,88.0977,1773248349.497265
factory_003,307.19,2,Grid,active,28.4595,77.0266,1773248349.497265
residential_001,206.55,3,Grid,active,12.9698,77.75,1773248349.497265
residential_002,66.6,3,Grid,active,12.9698,77.75,1773248349.497265
residential_003,193.11,3,Grid,active,12.9698,77.75,1773248349.497265
hospital_001,231.97,1,Grid,active,28.6139,77.209,1773248409.497265
hospital_002,260.64,1,Grid,active,13.0827,80.2707,1773248409.497265
hospital_003,339.93,1,Grid,active,19.076,72.8777,1773248409.497265
factory_001,166.67,2,Battery,active,12.8406,77.6602,1773248409.497265
factory_002,199.77,2,Grid,active,22.6708,88.0977,1773248409.497265
factory_003,288.31,2,Grid,active,28.4595,77.0266,1773248409.497265
residential_001,103.97,3,Grid,active,12.9698,77.75,1773248409.497265
residential_002,118.07,3,Grid,active,12.9698,77.75,1773248409.497265
residential_003,201.45,3,Grid,active,12.9698,77.75,1773248409.497265
hospital_001,232.54,1,Grid,degraded,28.6139,77.209,1773248469.497265
hospital_002,295.59,1,Grid,active,13.0827,80.2707,1773248469.497265
hospital_003,373.58,1,Grid,active,19.076,72.8777,1773248469.497265
factory_001,217.57,2,Grid,active,12.8406,77.6602,1773248469.497265
factory_002,301.11,2,Grid,active,22.6708,88.0977,1773248469.497265
factory_003,180.7,2,Grid,active,28.4595,77.0266,1773248469.497265
residential_001,192.88,3,Grid,active,12.9698,77.75,1773248469.497265
residential_002,112.71,3,Grid,active,12.9698,77.75,1773248469.497265
residential_003,149.26,3,Grid,active,12.9698,77.75,1773248469.497265
hospital_001,202.34,1,Grid,active,28.6139,77.209,1773248529.497265
hospital_002,273.43,1,Grid,active,13.0827,80.2707,1773248529.497265
hospital_003,271.22,1,Grid,active,19.076,72.8777,1773248529.497265
factory_001,269.2,2,Grid,active,12.8406,77.6602,1773248529.497265
factory_002,332.16,2,Grid,active,22.6708,88.0977,1773248529.497265
factory_003,202.45,2,Grid,active,28.4595,77.0266,1773248529.497265
residential_001,103.04,3,Grid,active,12.9698,77.75,1773248529.497265
residential_002,149.88,3,Grid,active,12.9698,77.75,1773248529.497265
residential_003,103.53,3,Grid,active,12.9698,77.75,1773248529.497265
hospital_001,209.6,1,Grid,active,28.6139,77.209,1773248589.497265
hospital_002,310.09,1,Grid,active,13.0827,80.2707,1773248589.497265
hospital_003,293.17,1,Battery,active,19.076,72.8777,1773248589.497265
factory_001,232.75,2,Grid,active,12.8406,77.6602,1773248589.497265
factory_002,173.58,2,Battery,active,22.6708,88.0977,1773248589.497265
factory_003,292.19,2,Battery,active,28.4595,77.0266,1773248589.497265
residential_001,269.11,3,Grid,active,12.9698,77.75,1773248589.497265
residential_002,95.98,3,Grid,active,12.9698,77.75,1773248589.497265
residential_003,99.16,3,Grid,active,12.9698,77.75,1773248589.497265
hospital_001,172.23,1,Grid,degraded,28.6139,77.209,1773248649.497265
hospital_002,313.74,1,Grid,active,13.0827,80.2707,1773248649.497265
hospital_003,251.39,1,Grid,active,19.076,72.8777,1773248649.497265
factory_001,249.83,2,Battery,active,12.8406,77.6602,1773248649.497265
factory_002,180.75,2,Grid,active,22.6708,88.0977,1773248649.497265
factory_003,338.31,2,Grid,active,28.4595,77.0266,1773248649.497265
residential_001,211.29,3,Grid,active,12.9698,77.75,1773248649.497265
residential_002,106.4,3,Grid,active,12.9698,77.75,1773248649.497265
residential_003,127.7,3,Grid,active,12.9698,77.75,1773248649.497265
hospital_001,239.21,1,Grid,degraded,28.6139,77.209,1773248709.497265
hospital_002,204.32,1,Grid,active,13.0827,80.2707,1773248709.497265
hospital_003,299.29,1,Grid,active,19.076,72.8777,1773248709.497265
factory_001,193.55,2,Grid,active,12.8406,77.6602,1773248709.497265
factory_002,321.57,2,Grid,active,22.6708,88.0977,1773248709.497265
factory_003,216.89,2,Grid,active,28.4595,77.0266,1773248709.497265
residential_001,110.89,3,Grid,active,12.9698,77.75,1773248709.497265
residential_002,95.32,3,Grid,active,12.9698,77.75,1773248709.497265
residential_003,80.81,3,Grid,active,12.9698,77.75,1773248709.497265
hospital_001,167.73,1,Battery,active,28.6139,77.209,1773248769.497265
hospital_002,245.78,1,Grid,active,13.0827,80.2707,1773248769.497265
hospital_003,318.13,1,Grid,active,19.076,72.8777,1773248769.497265
factory_001,165.42,2,Grid,active,12.8406,77.6602,1773248769.497265
factory_002,202.29,2,Battery,active,22.6708,88.0977,1773248769.497265
factory_003,235.91,2,Grid,active,28.4595,77.0266,1773248769.497265
residential_001,144.22,3,Grid,active,12.9698,77.75,1773248769.497265
residential_002,119.82,3,Grid,active,12.9698,77.75,1773248769.497265
residential_003,155.95,3,Grid,active,12.9698,77.75,1773248769.497265
hospital_001,186.68,1,Grid,degraded,28.6139,77.209,1773248829.497265
hospital_002,198.25,1,Grid,active,13.0827,80.2707,1773248829.497265
hospital_003,251.96,1,Grid,active,19.076,72.8777,1773248829.497265
factory_001,242.4,2,Battery,active,12.8406,77.6602,1773248829.497265
factory_002,204.96,2,Grid,active,22.6708,88.0977,1773248829.497265
factory_003,197.97,2,Grid,active,28.4595,77.0266,1773248829.497265
residential_001,197.67,3,Grid,active,12.9698,77.75,1773248829.497265
residential_002,185.14,3,Grid,active,12.9698,77.75,1773248829.497265
residential_003,78.86,3,Grid,active,12.9698,77.75,1773248829.497265
hospital_001,334.31,1,Grid,active,28.6139,77.209,1773248889.497265
hospital_002,231.59,1,Battery,active,13.0827,80.2707,1773248889.497265
hospital_003,283.95,1,Battery,active,19.076,72.8777,1773248889.497265
factory_001,352.55,2,Grid,active,12.8406,77.6602,1773248889.497265
factory_002,254.3,2,Grid,active,22.6708,88.0977,1773248889.497265
factory_003,353.57,2,Grid,active,28.4595,77.0266,1773248889.497265
residential_001,156.5,3,Grid,active,12.9698,77.75,1773248889.497265
residential_002,85.76,3,Grid,active,12.9698,77.75,1773248889.497265
residential_003,89.44,3,Grid,active,12.9698,77.75,1773248889.497265
hospital_001,263.16,1,Grid,active,28.6139,77.209,1773248949.497265
hospital_002,296.38,1,Battery,active,13.0827,80.2707,1773248949.497265
hospital_003,410.96,1,Battery,active,19.076,72.8777,1773248949.497265
factory_001,180.6,2,Battery,active,12.8406,77.6602,1773248949.497265
factory_002,276.67,2,Grid,active,22.6708,88.0977,1773248949.497265
factory_003,316.62,2,Grid,active,28.4595,77.0266,1773248949.497265
residential_001,243.76,3,Grid,degraded,12.9698,77.75,1773248949.497265
residential_002,158.6,3,Grid,active,12.9698,77.75,1773248949.497265
residential_003,134.51,3,Grid,active,12.9698,77.75,1773248949.497265
hospital_001,225.3,1,Grid,active,28.6139,77.209,1773249009.497265
hospital_002,243.11,1,Grid,active,13.0827,80.2707,1773249009.497265
hospital_003,286.62,1,Battery,active,19.076,72.8777,1773249009.497265
factory_001,238.96,2,Grid,active,12.8406,77.6602,1773249009.497265
factory_002,292.79,2,Battery,active,22.6708,88.0977,1773249009.497265
factory_003,193.34,2,Battery,active,28.4595,77.0266,1773249009.497265
residential_001,230.05,3,Grid,active,12.9698,77.75,1773249009.497265
residential_002,182.56,3,Grid,active,12.9698,77.75,1773249009.497265
residential_003,90.1,3,Grid,active,12.9698,77.75,1773249009.497265
hospital_001,239.48,1,Grid,active,28.6139,77.209,1773249069.497265
hospital_002,243.15,1,Battery,degraded,13.0827,80.2707,1773249069.497265
hospital_003,394.89,1,Battery,active,19.076,72.8777,1773249069.497265
factory_001,169.75,2,Grid,active,12.8406,77.6602,1773249069.497265
factory_002,154.27,2,Grid,active,22.6708,88.0977,1773249069.497265
factory_003,236.0,2,Grid,active,28.4595,77.0266,1773249069.497265
residential_001,204.19,3,Grid,active,12.9698,77.75,1773249069.497265
residential_002,82.88,3,Grid,active,12.9698,77.75,1773249069.497265
residential_003,89.64,3,Grid,active,12.9698,77.75,1773249069.497265
hospital_001,136.43,1,Grid,active,28.6139,77.209,1773249129.497265
hospital_002,282.15,1,Grid,active,13.0827,80.2707,1773249129.497265
hospital_003,322.13,1,Grid,active,19.076,72.8777,1773249129.497265
factory_001,262.91,2,Grid,active,12.8406,77.6602,1773249129.497265
factory_002,150.9,2,Battery,active,22.6708,88.0977,1773249129.497265
factory_003,243.0,2,Grid,active,28.4595,77.0266,1773249129.497265
residential_001,133.43,3,Grid,active,12.9698,77.75,1773249129.497265
residential_002,93.4,3,Grid,active,12.9698,77.75,1773249129.497265
residential_003,174.65,3,Grid,active,12.9698,77.75,1773249129.497265
hospital_001,196.45,1,Grid,active,28.6139,77.209,1773249189.497265
hospital_002,220.4,1,Battery,active,13.0827,80.2707,1773249189.497265
hospital_003,325.64,1,Grid,active,19.076,72.8777,1773249189.497265
